Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S57065316,House Finch,Haemorhous mexicanus,32034,3,US-CA,Santa Clara,L1454658,Coyote Valley OSP,37.1699462,-121.7360955,2019-06-03,07:29 AM,eBird - Traveling Count,200,1,1.609,,14,,,SCVAS Field Trip. Fog held on until about 9:30 or so
S63526834,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L868491,Debell Uvas Creek Preserve,37.003478,-121.5958428,2020-01-18,08:00 AM,eBird - Traveling Count,240,1,6.437,,8
S53119426,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L4197326,Guadalupe River Park,37.3439932,-121.9047475,2019-02-24,02:00 PM,eBird - Traveling Count,90,1,4.828,,1
S67801153,House Finch,Haemorhous mexicanus,32034,8,US-CA,Santa Clara,L4197326,Guadalupe River Park,37.3439932,-121.9047475,2020-04-25,08:30 AM,eBird - Traveling Count,90,1,3.219,,1
S68275944,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L4197326,Guadalupe River Park,37.3439932,-121.9047475,2020-05-02,08:30 AM,eBird - Traveling Count,60,1,4.023,,1
S71638770,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L4197326,Guadalupe River Park,37.3439932,-121.9047475,2020-07-19,08:30 AM,eBird - Traveling Count,75,1,4.023,,1
S72436807,House Finch,Haemorhous mexicanus,32034,20,US-CA,Santa Clara,L4197326,Guadalupe River Park,37.3439932,-121.9047475,2020-08-15,08:30 AM,eBird - Traveling Count,75,1,3.219,,1
S149306127,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L26991745,"Hamann Park, San Jose, CA",37.3049264,-121.9510558,2023-09-08,08:00 AM,eBird - Traveling Count,60,1,4.828,,1
S151726221,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L26991745,"Hamann Park, San Jose, CA",37.3049264,-121.9510558,2023-10-08,08:30 AM,eBird - Traveling Count,90,1,6.437,,1
S156607920,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L26991745,"Hamann Park, San Jose, CA",37.3049264,-121.9510558,2023-12-17,08:30 AM,eBird - Traveling Count,60,1,4.828,,1
S54187624,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2019-03-24,09:00 AM,eBird - Traveling Count,180,1,3.219,,30,,,"Led jointly for Openspace, Santa Clara Valley chapter of the California Native Plant Society, and Santa Clara Valley Audubon Society."
S60033690,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2019-09-21,09:00 AM,eBird - Traveling Count,180,1,6.437,,25
S69516748,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L279253,Lake Cunningham,37.3354711,-121.8062038,2020-05-23,08:00 AM,eBird - Traveling Count,60,1,3.219,,1
S53922444,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L199667,Los Alamitos Creek Trail--Almaden Lake Park,37.2381022,-121.8708828,2019-03-16,08:03 AM,eBird - Traveling Count,183,1,1.915,,12
S71232925,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L199667,Los Alamitos Creek Trail--Almaden Lake Park,37.2381022,-121.8708828,2020-07-07,08:30 AM,eBird - Traveling Count,80,1,4.023,,1
S49506138,House Finch,Haemorhous mexicanus,32034,3,US-CA,Santa Clara,L8055622,Los Gatos Creek County Park,37.2945257,-121.9657572,2018-10-27,08:00 AM,eBird - Traveling Count,210,1,3.219,,20,,,Santa Clara Valley Audubon Society outing
S142704082,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2023-06-25,09:00 AM,eBird - Traveling Count,120,1,9.656,,1
S151203164,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L295710,Los Gatos Creek County Park and Oka Ponds,37.2664712,-121.9515038,2023-10-01,09:30 AM,eBird - Traveling Count,180,1,12.07,,1,,,Stacks in Campbell to Oka Ponds far end and back.
S56566606,House Finch,Haemorhous mexicanus,32034,8,US-CA,Santa Clara,L1148142,Los Gatos Creek Trail--north of Camden Ave.,37.2736533,-121.9474697,2019-05-20,02:30 PM,eBird - Traveling Count,180,1,8.047,,1,,,Campbell Park along Los Gatos Trail to Oka Ponds and back.
S148481603,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L1148142,Los Gatos Creek Trail--north of Camden Ave.,37.2736533,-121.9474697,2023-08-27,09:00 AM,eBird - Traveling Count,120,1,9.656,,1
S79658389,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L954210,Mayfield Slough,37.450843,-122.1023512,2021-01-21,08:00 AM,eBird - Traveling Count,100,1,4.828,,2
S80425793,House Finch,Haemorhous mexicanus,32034,60,US-CA,Santa Clara,L954210,Mayfield Slough,37.450843,-122.1023512,2021-02-04,08:30 AM,eBird - Traveling Count,90,1,4.828,,2
S58697796,House Finch,Haemorhous mexicanus,32034,10,US-CA,Santa Clara,L9735248,Maywood Park,37.3301123,-121.9897359,2019-08-02,02:30 PM,eBird - Traveling Count,120,1,8.047,,1,,,Saratoga at Stevens Creek thru neighborhoods and Maywood Park to Kaiser Permanente on Lawrence and back. Bird sitings in Maywood Park.
S54688581,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2019-04-05,02:00 PM,eBird - Traveling Count,120,1,3.219,,1
S54770680,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2019-04-09,04:00 PM,eBird - Traveling Count,120,1,1.609,,1
S65792831,House Finch,Haemorhous mexicanus,32034,8,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2020-03-12,04:00 PM,eBird - Traveling Count,90,1,4.023,,1,,,Most of the sightings were outside the Santa Clara Valley Audubon Society headquarters.
S71672777,House Finch,Haemorhous mexicanus,32034,18,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2020-07-20,09:30 AM,eBird - Traveling Count,60,1,2.414,,1
S74078471,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2020-09-25,02:00 PM,eBird - Traveling Count,60,1,3.219,,1
S76346411,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2020-11-16,10:30 AM,eBird - Traveling Count,90,1,4.828,,1
S79250478,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2021-01-14,02:00 PM,eBird - Traveling Count,90,1,4.828,,1
S79721066,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2021-01-22,12:00 PM,eBird - Traveling Count,90,1,4.828,,1
S143381631,House Finch,Haemorhous mexicanus,32034,8,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2023-07-02,09:00 AM,eBird - Traveling Count,120,1,9.656,,1
S146468471,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L299860,McClellan Ranch Preserve,37.3140655,-122.0630121,2023-08-04,10:00 AM,eBird - Traveling Count,60,1,2.414,,2
S58923725,House Finch,Haemorhous mexicanus,32034,1,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2019-08-11,09:00 AM,eBird - Traveling Count,120,1,4.023,,30,,,Santa Clara Valley Audubon Society outing led by Alan Royer.
S69763442,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2020-05-28,08:00 AM,eBird - Traveling Count,150,1,3.219,,2
S86681843,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L152122,Palo Alto Baylands,37.459167,-122.10445,2021-04-29,08:00 AM,eBird - Traveling Count,195,1,4.023,,2
S71844847,House Finch,Haemorhous mexicanus,32034,80,US-CA,Santa Clara,L1276127,Raynor Park,37.3439034,-122.0063281,2020-07-26,07:30 AM,eBird - Traveling Count,90,1,5.633,,1
S91552862,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L5959248,San Jose Municipal Rose Garden,37.3319145,-121.9286299,2021-07-10,08:00 AM,eBird - Traveling Count,120,1,8.047,,1
S93274265,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L5959248,San Jose Municipal Rose Garden,37.3319145,-121.9286299,2021-08-15,08:00 AM,eBird - Traveling Count,120,1,7.242,,1
S137558816,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L5959248,San Jose Municipal Rose Garden,37.3319145,-121.9286299,2023-05-13,02:00 PM,eBird - Traveling Count,120,1,8.047,,1,,,Santana Park to the Municipal Rose Garden and back.
S143574789,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L5959248,San Jose Municipal Rose Garden,37.3319145,-121.9286299,2023-07-04,09:00 AM,eBird - Traveling Count,120,1,8.047,,1
S151957633,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L5959248,San Jose Municipal Rose Garden,37.3319145,-121.9286299,2023-10-11,07:30 AM,eBird - Traveling Count,90,1,7.242,,1
S155190546,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L5959248,San Jose Municipal Rose Garden,37.3319145,-121.9286299,2023-11-25,08:00 AM,eBird - Traveling Count,120,1,9.656,,1,,,Santana Park to Voyager Coffee by SCU to Rose Garden. Sighting all Rose Garden.
S59251779,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L383144,Sanborn County Park--main entrance,37.23497,-122.061926,2019-08-18,08:03 AM,eBird - Traveling Count,179,1,3.718,,10
S58161428,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2019-07-12,07:00 PM,eBird - Traveling Count,60,1,3.219,,1,,,"Santana Park &gt; Genevieve Ln (all observations) &gt; Stevens Creek Blvd to Barnes & Noble, back again."
S58371751,House Finch,Haemorhous mexicanus,32034,8,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2019-07-22,08:30 AM,eBird - Traveling Count,60,1,1.609,,1
S58766914,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2019-08-05,09:30 AM,eBird - Traveling Count,60,1,3.219,,1,,,"Bird sitings are along Genevieve Ln, between Santana Park and Stevens Creek Blvd."
S63281920,House Finch,Haemorhous mexicanus,32034,6,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-01-11,09:00 AM,eBird - Traveling Count,60,1,3.219,,1
S64756539,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-02-19,09:30 AM,eBird - Traveling Count,60,1,2.414,,1,,,Santa Park to Stevens Creek Blvd and back.
S65283074,House Finch,Haemorhous mexicanus,32034,5,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-02-29,10:00 AM,eBird - Traveling Count,60,1,4.023,,1,,,Down Genevieve Ln and over to Forest at Winchester and back.
S65978032,House Finch,Haemorhous mexicanus,32034,2,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-17,01:00 PM,eBird - Traveling Count,90,1,4.828,,1
S65978193,House Finch,Haemorhous mexicanus,32034,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-18,10:00 AM,eBird - Traveling Count,90,1,4.828,,1
S66022582,House Finch,Haemorhous mexicanus,32034,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-20,04:00 PM,eBird - Traveling Count,60,1,3.219,,1,,,From Santana Park down Genevieve Ln. and back via Daniel Way.
S66091142,House Finch,Haemorhous mexicanus,32034,8,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-21,05:00 PM,eBird - Traveling Count,60,1,3.219,,1,,,From Santana Park up Genevieve Ln to Stevens Creek Blvd and back on Daniel Way.
S66146803,House Finch,Haemorhous mexicanus,32034,5,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-23,02:30 PM,eBird - Traveling Count,90,1,4.023,,1
S66253687,House Finch,Haemorhous mexicanus,32034,4,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-24,01:00 PM,eBird - Traveling Count,90,1,4.828,,1
S66327665,House Finch,Haemorhous mexicanus,32034,3,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-25,12:00 PM,eBird - Traveling Count,120,1,3.219,,1
S66327505,House Finch,Haemorhous mexicanus,32034,5,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-25,05:30 PM,eBird - Traveling Count,60,1,1.609,,1
S66327320,House Finch,Haemorhous mexicanus,32034,12,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-26,10:00 AM,eBird - Traveling Count,60,1,1.609,,1
S66461782,House Finch,Haemorhous mexicanus,32034,10,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-03-30,04:00 PM,eBird - Traveling Count,120,1,8.047,,1,,,Through neighborhoods from Santana Park to Barnes & Noble on Stevens Creek and back.
S66596305,House Finch,Haemorhous mexicanus,32034,16,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-04-03,05:30 PM,eBird - Traveling Count,120,1,4.023,,1
S66702646,House Finch,Haemorhous mexicanus,32034,16,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-04-05,06:00 PM,eBird - Traveling Count,60,1,4.023,,1
S66796701,House Finch,Haemorhous mexicanus,32034,8,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-04-07,03:00 AM,eBird - Traveling Count,60,1,2.414,,1
S66849466,House Finch,Haemorhous mexicanus,32034,16,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-04-08,03:00 PM,eBird - Traveling Count,120,1,5.633,,1
S67087414,House Finch,Haemorhous mexicanus,32034,16,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-04-11,03:00 PM,eBird - Traveling Count,90,1,5.633,,1
S67875390,House Finch,Haemorhous mexicanus,32034,32,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-04-26,04:00 PM,eBird - Traveling Count,90,1,6.437,,1
S67901387,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-04-27,07:30 AM,eBird - Traveling Count,90,1,4.023,,1
S68103977,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-04-30,07:00 AM,eBird - Traveling Count,90,1,4.023,,1
S68195658,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-01,07:00 AM,eBird - Traveling Count,60,1,4.023,,1
S68323834,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-03,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S68387859,House Finch,Haemorhous mexicanus,32034,30,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-04,07:15 AM,eBird - Traveling Count,75,1,4.426,,1
S68497721,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-06,07:30 AM,eBird - Traveling Count,90,1,4.023,,1
S68545011,House Finch,Haemorhous mexicanus,32034,40,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-07,07:00 AM,eBird - Traveling Count,75,1,4.023,,1
S68602604,House Finch,Haemorhous mexicanus,32034,40,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-08,07:00 AM,eBird - Traveling Count,80,1,4.828,,1
S68844327,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-10,05:00 PM,eBird - Traveling Count,90,1,4.023,,1
S68867032,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-11,07:30 AM,eBird - Traveling Count,75,1,4.023,,1
S68923868,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-12,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S68985607,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-13,07:30 AM,eBird - Traveling Count,80,1,4.023,,1
S69048718,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-14,08:00 AM,eBird - Traveling Count,75,1,4.023,,1
S69147598,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-16,07:30 AM,eBird - Traveling Count,80,1,4.828,,1
S69216979,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-16,07:30 AM,eBird - Traveling Count,75,1,4.828,,1
S69268836,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-18,07:30 AM,eBird - Traveling Count,80,1,4.828,,1
S69318158,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-19,07:30 AM,eBird - Traveling Count,70,1,4.828,,1
S69417234,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-21,07:30 AM,eBird - Traveling Count,75,1,4.023,,1
S69461685,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-22,07:00 AM,eBird - Traveling Count,75,1,4.828,,1
S69572708,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-24,07:00 AM,eBird - Traveling Count,80,1,4.023,,1
S69620379,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-25,07:30 AM,eBird - Traveling Count,75,1,4.023,,1
S69670798,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-26,07:00 AM,eBird - Traveling Count,80,1,4.828,,1
S69722209,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-27,08:30 AM,eBird - Traveling Count,90,1,4.828,,1
S69799228,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-29,07:30 AM,eBird - Traveling Count,80,1,4.023,,1
S69846984,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-30,07:30 AM,eBird - Traveling Count,75,1,4.828,,1
S69889525,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-05-31,07:30 AM,eBird - Traveling Count,75,1,4.023,,1
S69932002,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-01,07:00 AM,eBird - Traveling Count,75,1,4.828,,1
S69973848,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-02,06:45 AM,eBird - Traveling Count,75,1,4.828,,1
S70009990,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-03,07:00 AM,eBird - Traveling Count,80,1,4.828,,1
S70045798,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-04,07:30 AM,eBird - Traveling Count,75,1,4.828,,1
S70084463,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-05,08:00 AM,eBird - Traveling Count,80,1,4.828,,1
S70165306,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-07,07:00 AM,eBird - Traveling Count,90,1,4.828,,1
S70204682,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-08,07:00 AM,eBird - Traveling Count,80,1,4.023,,1
S70275307,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-10,07:00 AM,eBird - Traveling Count,75,1,4.023,,1
S70346708,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-12,07:30 AM,eBird - Traveling Count,75,1,4.828,,1
S70387158,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-13,07:30 AM,eBird - Traveling Count,75,1,4.828,,1
S70427745,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-14,07:30 AM,eBird - Traveling Count,60,1,4.023,,1
S70465723,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-15,07:30 AM,eBird - Traveling Count,75,1,4.023,,1
S70501677,House Finch,Haemorhous mexicanus,32034,24,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-16,07:30 AM,eBird - Traveling Count,75,1,4.828,,1
S70535105,House Finch,Haemorhous mexicanus,32034,36,US-CA,Santa Clara,L8584761,Santana Park,37.3178542,-121.944809,2020-06-17,07:30 AM,eBird - Traveling Count,80,1,4.828,,1
